,0
622,"Im Antrunk rund und vollmundig , im Mittelteil angenehm rezent , im Nachtrunk leicht hopfig aber viel zu wenig für ein echtes Pils ."
623,Das Bier wird oft in Verbindung mit Studenten gebracht ..
624,Ich bin selber einer und trinke es ziemlich oft und es ist sehr lecker ..
625,Leider ist es nicht sehr billig !
626,Trotzdem TOP .
627,"Erfrischend - mild - Kater ist nicht , auch nach 10 davon ;)"
628,Somehow sweet and yet bitter - a really special taste ...
629,A beer you can drink the whole night .
630,That's also a quality ...
631,"Ich finde es zu herb , das vertreibt andere Geschmäcker total ."
632,Das Bier ist überhaupt nicht mein Fall .
633,Aber wer es ein bisschen herber braucht dem kann ich das Bier So wärmstens empfehlen wie einem kleinen dicken Kind eine schokotorte .
634,"Nicht schlecht , aber ich finde es nicht so super wie viele sagen ."
635,"Recht herb , aber trotzdem süßlich ."
636,Allerdings ansonsten wenig beeindruckend .
637,Gibts nicht viel zu sagen . kann man schon mal trinken
638,"Recht mildes , rundes Pils ."
639,Leichte Hopfenherbe im Nachtrunk .
640,Gutes Getränk .
641,Ein überbewertetes Bier !
642,"Ein Bier mit vielen interessanten Aromen und einem sehr schönen Etikett , welches irgendwie die gesamte Atmosphäre beim trinken verändert ."
643,"Kaum im Schwabenland angekommen , hatte ich mich schon 2001 in Birgit verliebt ."
644,Auch wenn es keine Tannenzapfen sind ( sondern Fichtne ;-) ist dies mehr als nur ein Kultbier .
645,Ähnlich den Ruhrgebiets-Pilsenern fehlt ihm aber die herbere Hopfennote .
646,Trotzdem regelmäßig bei mir im Kühlschrank zu finden und besser als jedes Stuttgarter Bier !
647,Vor ein paar Jahren ein echter Geheimtip .
648,Die damit verbundene Absatzsteigerung hat leider etas vom Geschmack des Bieres gekostet .
649,Das Label hebt sich deutlich von anderen Bieren ab .
650,"Ich mag es , mochte es aber schon mehr"
651,"Sehr süffiges , fein-aromatisches Bier ."
652,Lecker süffiges Bier .
653,Kaufe ich zwischendurch sehr gerne .
654,pfui deibel
655,Schmeckt für mich tatsächlich nach Tannenwald .
656,Tannenzäpfle !
657,"Ich liebe dieses Pils - was so ein traumhaftes Brauwasser schon ausmachen kann , merkt man hier ."
658,"Schön herb , aber immer noch mengentauglich ..."
659,"In den kleinen 0 , 33er Flaschen das perfekte Partybier !"
660,"Um dieses Label zu mögen , muss man / frau wohl aus dem Schwarzwald kommen ; ich find's grauenhaft ."
661,Aber das tut dem Bier selbst keinen Abbruch .
662,"Feine hell- bis goldgelbe Farbe mit schönem weißen Schaum , der leider nicht zu lange anhält ."
663,Sortentypische feinherbe Bitternote mit leichtem süßlichen Malzton .
664,Leider typisch süddeutsch nur mild gehopft .
665,Trotzdem tolle Geschmacksfülle .
666,"Überaus eigenständiges Produkt aus Baden , das sich sehen lassen kann ."
667,Erfrischend und süffig .
668,Es bedarf jedoch einer guten Kühlung .
669,Das Label ist ja mittlerweile Kult - genauso wie die Gold-Folie um den Kronkorken .
670,"Ich erwisch mich jedes Mal wieder dabei , wie ich es abmache , komplett glatt presse und dann damit rumspiele ."
671,Blöde Angewohnheit ... aber das Bier find ich klasse .
672,Das Rothaus Pils kann man auch in größeren Mengen gut vertragen .
673,Es ist nicht so herb wie z. B. Jever und nicht allzu mild ...
674,Ein Pils aus dem Schwabenland - nur das Image stimmt .
675,Mir ist es als Pils zu mild .
676,Nach wie vor ein gutes Allround Talent !
677,Kein schlechtes Bier .
678,Nach Prüfungen und zum versacken gern genutzt .
679,Traditionelles Design gibt Pluspunkte !
680,meine absolute nummer 1 ! ich liebe dieses leckere gebräu .
681,Quasi mit Staatshilfe gebraut .
682,Das Land Baden-Württemberg ist der Hauptaktionär dieser Privatbrauerei aus dem Schwarzwald .
683,Das erste mal hab ich's an der Dreisam getrunken .
684,Das zweite mal im Stadion in Freiburg .
685,"Ist recht mild für ein Pils , so mags der Süddeutsche gern ."
686,"Mir ist es schnell zu lasch und zu süß , aber die ersten beiden "" kleinen "" Flaschen können schon schnell runter laufen ."
687,Prost !
688,"lekker bierchen , 0,33 l flasche in nem zug weg !!!"
689,"Süffig wie immer , dazu gibt´s nicht viel mehr zu sagen !"
690,Geht runter wie Öl !
691,"Wird beim SC Freiburg im Stadion ausgeschenkt - total lecker , und sieht super aus mit der Birgit drauf ;)"
692,"a famous pilsener , good quality with the right bitter Pilsner-taste but misses a bit of the flowery stuff"
693,Eine abgefüllte Offenbarung mit Alukrempe .
694,Eines der besten Biere Deutschlands .
695,"Da sieht man mal , wozu eine fähige Staatsbrauerei fähig ist ."
696,"Einziges Manko : sobald es sich erwärmt , wird der nachgeschmack unangenehm bitter , also unbedingt eiskalt genießen !"
697,Ein gutes Pils das aber nur richtig schmeckt wenn es ausreichend gekühlt ist sonst schal ..
698,"Sehr gutes Bier , geht immer und gerne auch etwas mehr ."
699,Lieber Tannenzäpfle als Kölsch @ Bar 3
700,Wenn es mal wieder ein Pils sein darf .
701,"Ich mag's , gern sogar ."
702,"Herb , wuerzig und lecker ."
703,"Nicht Kastenweise , aber so ein Sixpack geht durch ."
704,Man bin ich neidisch auf die SC Fans .
705,Zäpfle als Stadionbier .
706,Ich dreh durch .
707,Dieses Bier ist meine Muttermilch !
708,"Wem das nicht schmeckt , der hat für Bier nichts übrig ."
709,"Das Stadionbier des SC Freiburg gehört mit zum Besten , was die Braukunst zu bieten hat ..."
710,Klassiker der Braukunst .
711,"Geht immer , schmeckt immer ."
712,Is legger !
713,"Eindeutig die bessere Wahl , im Vergleich zu dem Pfungstädter-Gwasch , was man sonst im südhessischen Raum , an der Grenze zu Mannheim , überall vorgesetzt bekommt !"
714,Dieses schön-herbe Bier ist würzig im Geschmack und gleichzeitg aber auch erfrischend !
715,"Augustiner , früher ein gutes Helles - Heute ein Massenbier für viele Trinker , die glauben , sie würden noch ein gutes Helles trinken ."
716,Der hohe Absatz fordert seinen Tribut an Geschmack und wahrscheinlich auch der Braukunst .
717,"Mir geht es direkt in den Kopf , mehr als eins bekomme ich nicht mehr herunter und geschmacklich fehlt mir es von Anfang bis Ende beim Abgang , wo es dann zudem noch schal und abgestanden schmeckt ."
718,Das geht beim Augustiner eh schnell .
719,Ein würziges Bier das etwas bitter im Abgang erscheint .
720,Die Duftnoten die es in meinem Darm nach dem Verzehr erzeugt ist stark würzig und langanhaltend bis schwefel-fäulig .
721,Daher trinke ich es nur sehr selten .
722,"Augustiner Hell war mein Einstieg in die wunderbare Welt der "" Bayrisch Hellen "" Biere ."
723,Würde ich jederzeit wieder kaufen bin aber momentan beim Bayreuther Hell gelandet was mir noch ein wenig besser schmeckt .
724,"für das Flaschenbier gib es eine 7 , für das Helle aus dem Holzfass allerdings eine 9"
725,Der hohe Preis und das gute Image über alle Gesellschaftsschichten hinweg verleitet zu voreingenommenen Bewertungen - in die eine wie in die andere Richtung .
726,Ich versuche es mal so objektiv wie möglich .
727,Als Fan des Hellen hab ich Augustiner schon oft getrunken .
728,"Manchmal fand ich’s herausragend gut , manchmal nur ok ."
729,Aber jetzt !
730,"Ich hab mich geerdet , alle Sinne auf reboot !"
731,Das Augustiner ist ein richtig gutes Helles !
732,Für mich die Referenz .
733,"Sehr angenehme , getreidige Blume ohne Geruch nach durchgeweichtem Bierdeckel ."
734,"Schöner malzbetonter Körper und dieser wunderbare , dezente , florale Hopfen im Abgang sind einfach klasse !"
735,Für viele ein hervorragendes Bier .
736,"Ich finde es ok , aber nicht mehr ..."
737,Helles Strohgelb mit ordentlicher Blume .
738,Der Geruch ist grasig und getreidig .
739,Der Antrunk malzig und getreidig .
740,"Der Mittelteil ist für ein Helles ziemlich würzig , nicht süß mit mittlerem Körper mit mittlerer Rezenz ."
741,Eine angenehme Säure leitet über auf eine durchschnittlich bittere Hopfennote .
742,"Insgesamt ein Helles , das nicht uninteressant schmeckt ."
743,"Etwas über Durchschnitt , aber nicht herausragend ."
744,"Halt ein teueres , industrielles Großstadtbier ."
745,Ich bleib lieber in der fränkischen Provinz .
746,"Das Edelstoff ist noch einen ticken besser , aber das Helle ist auch ein wundervolles Bier !"
747,Sehr süffiges Getränk - auf jeder Party zu finden .
748,Milder Geschmack ; Verfliegt schnell .
749,"Nicht das beste Helle , jedoch : Immer zu haben , überall zu kaufen und immer erfrischend ."
750,Das genau ist mein Bier .
751,Läuft einfach lecker die Kehle hinunter .
752,"Hat nicht so einen brunzigen Geschmack , den man oft bei einem Hellen hat ."
753,Macht keinen Schädel
754,"Für mich eines der besten Hellen , die es gibt ."
755,Leider hoch im Preis aber immer wieder ein Genuss !
756,Gail !
757,Grafensteiner ist einfach um Welten besser
758,Ein hervorragendes Helles ob aus Fass oder Flasche .
759,Einfach ein Genuss zu jeder Gelegenheit .
760,"Süffig und ausgewogen , nicht zu Malzlastig ."
761,"Würziger Geruch , im Antrunk recht würzig bzw. hopfig , mit leicht grasiger note ."
762,Im Abgang dezente Malz-Süße .
763,"Sehr lecker und süffig , im direkten Vergleich zum Tegernseer etwas kräftiger und bitterer , dennoch ein hervorragendes Helles ."
764,Eins der besten Biere meiner subjektvien Meinung nach .
765,Die Flasche und ihr Etikett mach ordentlich was her und sieht einfach liebevoll gestaltet aus .
766,"Schmecken tut das bier weniger Hopfig , eher mild , doch trotzdem lecker !"
767,"Es löscht den Durst hervorragend und ist gut verträglich , auch für den Kopf am nächsten tag , sollte man mal etwas mehr getrunken haben ."
768,"Preislich ist es relativ teuer mit 18 bis 19 Euro für den Kasten ( 0,5 l x 20 Flaschen ) ."
769,Doch ist es das Geld auf jeden Fall wert !
770,Fazit : Ein Edles . leckeres und gut verträgliches Helles Bier .
771,Absolut überbewertet und überteuert 911
772,"Augustiner Hell ist definitiv das am besten aus-tarierte Bier auf diesem Planeten und wer weiß , vielleicht sogar im gesamten Universum ."
773,"Keine andere Brauerei vermag es auch nur annähernd ein derartig süffiges , bekömmliches und frisches Bier zu brauen , wie diese Münchner Traditionsschmiede mit dem Mönch meines Vertrauens auf dem Etikett ."
774,"Völlig wurscht , ob es malzig oder getreidig riecht und ob es in der Mitte oder im Abgang blumig , hopfig oder petroleumartig ist ."
775,Das August Hell ist die REFERENZ unter den Lagerbieren und wer auf Dauer etwas anderes trinken muß der tut mir leid .
776,Kein anderes Bier verkörpert den Freistaat Bayern in einer derart positiven und authentischen Weise wie dieses Bier .
777,"Selbstverständlich gibt es auch andere sehr gute Biere in Bayern , Tschechien und Österreich . .... und bitte trinkt das Bier aus der Flasche und versucht nicht im Glas irgendwelche Botschaften von Außerirdischen zu deuten ."
778,Danke !
779,Schon seit 'ner gefühlten Ewigkeit meine Leib- und Magenspeise !
780,"Im Garten meine absolute Nummer 1 , auch für meinen Nachbarn ."
781,Industriebiere sind mir sowieso zehn mal lieber als diese ganze Craft-Bier-Pullerwasser-Hysterie .
782,"Bei denen weiß man ja gar nicht , was die alles reintun ."
783,"Bei Industriebier ist es immer das gleiche , 24 Stunden lang , wie es sein muss ."
784,Meint auch mein Nachbar !
785,"Das Etikett hat einfach nur Stil , unter dem Mönchen der Schriftzug „ Gegründet 1328 - Älteste Brauerei Münchens “ - geil !"
786,"Kräutig-grasiger Geruch , deutlich vorwiegend malzig im Geschmack , aber durchaus nicht ohne ( angenehme dezente ! )"
787,Hopfennote .
788,Süffiges und zugleich würziges Helles .
789,Mit einem kalten Augustiner kann eigentlich kaum ein Bier mithalten .
790,Ich liebe es .
791,"Aus der ältesten Brauerei München ist Lager Hell mit 5,2 % ."
792,"In einer braunen 0,5 l Flasche mit altmodischen Etikett worauf mir ein lachender Mönch entgegenblickt ."
793,Im Glas goldgelb mit schönem festen Schaum .
794,Escricht getreidig und malzig .
795,"Im Antrunk ist es malzig , mild ."
796,Im Mittelteil ist leicht wässrig und im Abgang dezent würzig .
797,"Ein leckeres , süffiges Pils . 7,5 von 10 Öffner . 23. 07. 19"
798,Standard für Helles Vollbier und weit verbreitet
799,Augustiner Hell : Ein Bier so mittelmäßig wie nur irgendmöglich .
800,"Das Etikett ist eine Zumutung , wahrlich ekelerregend ist vor allem die gnomische Gestalt in der Mitte , welche wohl einmal einen Mönch hätte darstellen sollen ."
801,Über den Geschmack lässt sich nicht viel sagen- ein etwas würzigeres Helles eben .
802,Der wahre Bierkenner und Feinschmecker wird einen Charakter des Bieres vergeblich suchen .
803,"Das Bier hat einen leichten malzig kräutrigen Geruch , fließt mit grober Schaumkrone ins Glas , welche naturgemäß recht schnell zerfällt ."
804,Der Antrunk ist dann sehr leicht und malzig .
805,Anschließend kommt doch etwas mehr Körper zum tragen .
806,"Auch eine leichte und sehr angenehme Hopfennote kommt hervor , welche butterweich und lange auf der Zunge liegt ."
807,"Schönes solides Helles , ohne Ecken und Kanten ."
808,Nicht zu süß und sehr süffig !
809,Sehr sûffig kalt am besten .
810,Endlich auch in Berlin bayerisch geniessen .
811,"Dieses Bier ist einfach rund , Dia rundliche Halbliterflasche gibt einen malzig runden Hopfentrunk zum Besten ."
812,Es sollte gut gekühlt getrunken werden .
813,"Für ein "" Helles "" recht kräftig und ein gutes Gefühl ."
814,Ein solides Arbeitsbier .
815,"Ein Klassiker , oft getrunken , aber noch nicht bewertet ."
816,Ganzer Hopfen ist eingebraut .
817,Der Geruch ist getreidig-frisch .
818,"Im Glas hat das Bier eine grobporige Blume , die schnell in sich zusammenfällt ."
819,"Antrunk ist zunächst stark karbonisiert , dann geprägt von malzig-süßem Geschmack ."
820,Sehr süffig .
821,Der Mittelteil ist getreidig-würzig .
822,Beim Abgang kommt eine leichte Hopfenherbe hinzu .
823,Eins muss man den Bayern lassen : Im Brauen von Lagerbieren macht denen keiner was nach .
824,Der Bierstil Helles ist nicht ohne Grund das Standardbier dort und gilt als flüssiges Brot .
825,Das Augustiner Lagerbier Hell ist aus meiner Sicht das beste Helle aus den Münchner Brauereien .
826,Läuft lecker runter .
827,Vom ganzen Münchner Bier mein Favorit .
828,Es sieht gut aus im Glas .
829,"Hellgelb , schöne Blume , die recht lange hält ."
830,In der Nase eher zurückhaltend .
831,Der Trunk ist lecker würzig und mit sogar einer leichten Hopfennote versehen Spundung und Karbonisierung beispielhaft .
832,"Das Bier hat absolut nix besonderes , das hervorzuheben wäre , und darin liegt hier das große Plus ."
833,Genauso fällt es nämlich nirgends ab .
834,Ein erfrischendes Helles zu jeder Jahreszeit und Gelegenheit .
835,Komplex und lecker .
836,So soll ein Helles seit Ewigkeiten schmecken und Prost .
837,"Der Klassiker aus München , das Aushängeschild des Bayerischen Bieres , das schönste Bier der Welt ."
838,"Die einzige der traditionsreichen Münchner Brauereien , die sich nicht dem Geldsegen der globalen Brauereikonzerne angeschlossen hat ."
839,Funktioniert nach wie vor ohne Werbung ( ! ) nur per wahrer Mundpropaganda und ist inzwischen deutschlandweit zu haben .
840,"Gebraut mit besten Zutaten ( natürlich : echter Hopfen , kein Extrakt ) ."
841,"Besitzt die wunderbare Mischung aus milder , süffiger Süße und immer wieder neu faszinierender zarter Würze , die dieses Helle auch Anhängern von charakterschweren Bieren ihre Aufwartung macht ."
842,Was will man mehr ?
843,"Ich , außer Abwechslung ab und an : nichts !"
844,"Das Helle Lagerbier von Augustiner wird ja oft als eines der Besten aus München bezeichnet , dann werde ich es heute auch einmal bewerten ."
845,Im Glas hat es eine hellgelbe Farbe ist klar mit wenig Kohlensäure .
846,Der grobporige Schaum baut sich hoch auf und hält sehr lang .
847,Es riecht nach Getreide .
848,"Im Antrunk eher leicht bekommt man im Mund noch ein wenig Malz dazu es ist aber immer noch flach im Geschmack , wobei der Körper doch vollmundig wirkt ."
849,Ich finde den Abgang etwas rauchig und eine geringe Menge Hopfen ist erkennbar .
850,"Alles in allem war ich doch ein wenig enttäuscht , es ist wirklich nicht viel mehr als Durchschnitt daher gebe ich dem Bier 6 Öffner ."
851,"Das Gebinde ist eine 0,5 l Euro Flasche mit dem altbekannten Etikett ."
852,Image leider besser als der Geschmacks ...
853,bestes Münchener Bier
854,kann man gut trinken
855,"Sehr süffiges Helles , läuft einfach gut runter , mehr muss es nicht können ."
856,Wer Pils oder Export will soll eben diese trinken .
857,Dieses nichtssagende Helles ist wohl der Beweis dafür daß das Image eines Bieres mit der Qualität nicht unbedingt konform gehen muß .
858,Klassiker .
859,Sehr angesagtes Bier .
860,Schmeckt wohl der Masse .
861,Mir nicht .
862,"2. Verkostung : Heute gefällt es mir besser , als zuletzt ."
863,"Wesentlich ausgewogener , süffiger , ohne Ecken und Kanten ."
864,"Für mich ein sehr gutes Helles , dem nur etwas Spannung fehlt , um mich zu begeistern ."
865,"7 Öffner 1. Verkostung : Die "" grossen "" Erwartungen wurden bei meinem ersten Zusammentreffen nun überhaupt nicht erfüllt ."
866,"Einerseits geht die Stilistik auch etwas Richtung Pils , eine unaufregende Leichtigkeit , etwas wässrig und dann im Abgang eine nicht mehr zu erwartendes Bitterle , das die Langeweile stört aber nicht unbedingt im positiven Sinne ."
867,"Mal sehen , ob es einen Zweitkontakt geben wird und ob dann der bisherige Eindruck als überholt gelten kann ."
868,6 Öffner
869,Weltklasse
870,Aus der ältesten Brauerei Deutschlands gibt´s heute das Augustiner Lagerbier Hell .
871,Schon oft getrunken jedoch noch nicht bewertet .
872,Es hat eigentlich alles was ein süffiges bayerisches Helles haben muss .
873,"Malziger Antrunk , würziger Mittelteil und ein milder Abgang ."
874,Gutes Bier und das beste aus der Landeshauptstadt .
875,#Lieblingsalkoholgetränk
876,"Ein sehr süffiges , wohlschmeckendes Lagerbier aus München ."
877,"Mild im Antrunk , schöne Farbe und es schmeckt auch noch nach mehreren Bieren ."
878,Oberbayerisches Allerweltsbier ... geht so .
879,Vor mir steht eine braune Standard Bierflasche mit einem ansprechenden Etikett : Der Mönch - drumherum Medaillen und Hopfen - dazu Augustinerbräu München in Fraktur - sieht gut aus !!!
880,"Ins Glas läuft es hell goldgelb , der Schaum ist sehr schnell wieder verschwunden ."
881,"Der Geschmack ist schön malzig - nicht wie bei Malzbier , sondern eher so wie es riecht wenn man an einer Brauerei vorbeifährt - im Nachgang wird es etwas säuerlich ."
882,Hopfenbitter schmecke ich fast gar nicht .
883,Ein sehr leckeres und süffiges Bier - läuft echt gut rein - 8 Öffner
884,"Eine münchner Perle , die man gerne verzehrt ."
885,Würde wieder verzehren .
886,Das war früher ein Standard Trinkbier bevor es deutlich milder würde und spürbar weniger herb .
887,Das ist einfach das beste Bier der Welt .
888,Besonders schön finde ich die hellblauen Bierkästen mit dem schönen alten Schriftzug .
889,Das war mein erstes Bier überhaupt und es gibt 100 % schlechters um das Biertrinken zu beginnen .
890,"Was es aber nach wie vor hat , wenn es zu lange steht wird es lag und deswegen schnell trinken ."
891,"Ich bin aber mehr ein Genisser und ich hab nun doch schon das ein oder andere mehr kennen gelernt , es ist sehr gut aber gibt besseres ."
892,"Aber wenn ich daran denke , der Bier absatz sinkt und die Jugend von heut trinken immer weniger Bier , muss man sich vielleicht auch fragen warum ."
893,Durch Werbung wird doch nur noch schrott Bier vermarktet und Beck´s z. b. ist bestimmt kein gutes Bier um Leute auf den Biergeschmack zu bringen .
894,"Lustig finde ich es ja , das die richtig guten Biere wie auch Augustiner ohne Werbung aus kommen ."
895,"Aber vielleicht sollte auch Beck´s sich mal dazu besinnen , GUTES Bier zu brauen , wenn sie in 10Jahren auch noch Bier verkaufen wollen ."
896,Weil die beste Werbung für gutes Bier ist der gute Geschmack .
897,Gute Alte Gustel
898,Der Klassiker - seit meiner frühesten Jugend schon tausende Male getrunken .
899,Im Glas hellgelb und kaum Schaum .
900,"Geruch ist leicht getreidig , hopfig und malzig ."
901,"Der Antrunk ist vollmundig , sehr spritzig und leicht hopfig , der Körper sehr süffig und der Abgang ist leicht gerstenmalzig und hopfig-herb ."
902,"Immer wieder ein Vergnügen dieses sehr süffige , helle Bier zu verköstigen ."
903,Mein absoluter Favorit !
904,"Ausgewogen , frisch und vollmundig , für ein helles Lagerbier sehr gehaltvoll , nicht zu süß und nicht zu herb mit ganz eigenem Charakter ."
905,Referenz !
906,Ich versteh den Hype über dieses gewöhliche Bier überhaupt nicht .
907,Da gibt es bei weitem besseres
908,Eine schöne goldgelbe Farbe und ausreichend feinporiger Schaum verhelfen diesem Münchner Klassiker zu einer einladenden und verständlicherweise absatzfördernden Optik .
909,"Der Einstieg , welcher ausgesprochen malzig mit hopfig-blumigen Anklängen daherkommt , vermeldet ein hohes Maß an Rezenz ."
910,"Die einkalkulierte Süße entwickelt sich erst allmählich im Körper , wo auch eine blumige Fruchtigkeit einzug hält ."
911,"Der Säuregehalt ist angenehm gering , so dass eher reifer , saftiger Apfel herauszuschmecken ist ."
912,Der angemessene Kohlensäureanteil und das feine Malz sorgen für ein passendes Maß an Frische und Lebendigkeit .
913,"Im Abgang setzt eine wohldosierte , feine Würzigkeit ein , welche durch die Vermengung von getreidigem Malz und grasig-blumigem Hopfen erzielt wird ."
914,Eine feine Hopfennote setzt den gelungenen Schlusspunkt .
915,"Sehr harmonisch und rund , und trotzdem nicht langweilig !"
916,Augustiner macht NULL Werbung und drückt über eine Million Hektoliter mit einem ganz schmalen Portfolio raus .
917,Sensationell .
918,Der pure Wahnsinn !!
919,"Jetzt kommt also die Nummer 2 hier auf Bierbasis.de , von über 17000 getesten Bieren ."
920,Schon vorab habe ich überhaupt so meine Zweifel am bestehenden Testmodus .
921,"Gut , über 300 haben es getrunken und 175 getestet : also sagt unsere Rangfolge lediglich etwas über das Verhältnis von Quantität zur Qualität aus ."
922,"Je mehr Tester das Bier testen , umso mehr steigt es in der Rangfolge nach oben ."
923,"Dieses Bier war mal ein richtiger Favorit von mir , es war wie auch das Augustiner Spezial recht schwer zu bekommen , damals vor 10 Jahren in einem Frankfurter Schluckspechtgeschäft ."
924,"Bis zu dem Zeitpunkt , dass es immer einfacher wurde , an andere wohlschmeckende Biere heranzukommen ."
925,"Nun bin ich gespannt , wie es mir nach all den Jahren schmeckt : Strohgelbes Aussehen , mit einer schnell verschwindenden Schaumkrone , die jedoch noch Substanz am Glasrand zeigt !"
926,Schon der getreidige Duft hat Wiedererkennungswert .
927,"Im Antrunk gerstenmalzig , im Wechsel zu einem feinherben Hopfengeschmack ."
928,"Auch zur Mitte dominiert dieser Charakter , unglaublich ausgewogen ."
929,"Dieses Bier ist wohl tatsächlich eines der besten Industriebiere , da kann ich nicht makeln ."
930,"Vielleicht ist es das , was es bei der Vielfalt an guten Bieren für mich langweilig gemacht hat ."
931,"Und es fehlen einfach die ganz großen Höhepunkte , um bei mir einen "" Orga "" auszulösen ."
932,"Aber ich muss fair bleiben , es schon zu Recht auf Platz 2 !"
933,"Abzüge bekommt es , weil es für mich persönlich recht kohlesäurereich ist und ich das nicht mehr so gut vertrage und ich den Inhaltsstoffen nicht ganz vertraue ( Stichwort : Glyphosat ) ."
934,"Standardbier , das man getrunken haben muss bzw. sollte ."
935,"Wenig Schaum , Geschmack nach Hopfen und Hefe ."
936,Ein Helles der besseren Sorte .
937,Augustiner habe ich früher viel getrunken als ich noch oft in Bayern gearbeitet habe .
938,"Mittlerweile bekommt man es ja fast Bundesweit , aber es schmeckt noch genau so gut wie früher ."
939,Dieses helle Lagerbier ist eine durchaus runde Sache .
940,Gut so .
941,Geht so
942,gut
943,Schmeckt rundherum gut .
944,"Sehr süffig , Gutes Bier ."
945,Für mich eines der besten Biere
946,Eines der besten Biere die es gibt .
947,Wundervoll würzig .
948,"Schöne Farbe , lange Blume ."
949,Augustiner geht immer .
950,"solides Helles , hopfig , aber auch nicht unbedingt jedermann´s Sache ."
951,"In München bei der Jugend angesagt ( ob´s schmeckt , oder nicht ... )"
952,"Braune 0,5 l Euro-Flasche als Gebinde ."
953,"Etikett mit Mönch . 5,2 % Alkohol ."
954,Gerstenmalz und Hopfen bei den Zutaten .
955,Schöne helle Schaumkrone .
956,Klare hellere goldgelbe Farbe .
957,Malzigsüßer und getreidiger Geruch .
958,Milder und malzigsüßer Antrunk .
959,Würzig und getreidige Noten im Mittelteil .
960,Der Abgang ist leicht hopfigherb .
961,"Der Nachgeschmack ist zuerst malzigsüß , dann würzig und mit getreidigen Noten und zum Ende hin leicht hopfigherb , leicht bitter und leicht säuerlich ."
962,Lässt sich sehr süffig trinken .
963,"Insgesamt ein sehr süffiges , malzigsüßes , getreidiges und würziges Helles aus München ."
964,Das Augustiner Lagerbier Hell .
965,Eine Klassiker-Verkostungsnotiz .
966,Augustiner ist ja in Nordbayern bei den eingefleischten Biertrinkern und Markenhütern eher unbeliebt .
967,"Hat doch die Großbrauerei in den 90er Jahren die Tucher aufgekauft , recht schnell an Brau & Brunnen weiterverkauft und die Brauerei-Grundstücke anderweitig verwertet . ( es war allerdings die März-Gruppe , die bereits vorher Tucher ruiniert hat ) ."
968,Zum Bier selbst .
969,Eine der ältesten bayerischen Brauereien überhaupt .
970,"Klar , dass die wissen , wie es geht ( also das mit dem Geschäft , aber auch mit dem Bierbrauen ) ."
971,"Das Bier kommt klar filtriert ins Glas , eine ordentliche Krone baut sich auf , das ist schon mal ordentlich ."
972,"Getreidig im Antrunk , ein malzig-süsser Körper mit einem schwächlichen Hopfen-Abgang ."
973,"Gut , aber auch nicht sehr gut ."
974,"7 Öffner , ein Öffner Abzug für den ruppigen Umgang mit den Nordbayern ."
975,Im Münchner Raum eine Institution .
976,"Geschmacklich aber nicht besser , als die meisten anderen Münchner Biere ."
977,Augustiner .
978,Der mittelporig bis großporige Schaum umhüllt das Helle üppig mit einer cremeweißen Farbe .
979,Das schwefelgelbe piwo schmückt ein leichter Alkoholgeruch .
980,Der Geschmack füllt sich dezent mit Süße bis zur Mitte des Geschmackskörpers .
981,Im Nachtrunk schmeckt der Kollege allerdings ausdauernd ( leicht ) seifig .
982,Die wenige Kohlensäure passt ins Gesamtbild des schlanken Körpers .
983,Gut zum Frühstück unter der Dusche .
984,Ein Helles in der bayrisch-typischen Euroflasche .
985,Optisch kleine CO2 -Bläschen in einem goldgelben Bier .
986,Scheint in Bayern und Umland ziemlich beliebt zu sein .
987,"Geruchlich kommt nicht viel dabei rum , ein bisschen maischig scheint es mir zu sein ."
988,"Der Antrunk ist gut frisch , der Körper ist gut aufgestellt , sehr süffig und süß wie man es von dort unten so kennt ."
989,"Ein bekömmlicher Standard , die riesige Verbreitung kann man aber nicht so ganz nachvollziehen , das geht auch besser ."
990,"Die Flasche lobenswerterweise im klassischen 0,5 l -Format , das Etikett mit dem alten Sack drauf nicht wirklich eine Augenweide ."
991,Notgedrungen schaut man also in statt auf die Flasche .
992,Auch hier setzt sich die Ambivalenz fort .
993,"Süßlich im Antrunk , in der Mitte würzig mit säuerlichen Aromen , im Abgang herb , Aroma bleibt bis zum nächsten Schluck ."
994,"Man kann dieses Bier Schritt für Schritt punktemäßig bewerten , jedoch ergibt sich daraus kein schlüssiges Gesamtbild ."
995,Was wollte uns der Braumeister damit sagen ?
996,Die Flaschengestaltung ( Euroflasche ) ist nicht gerade perfekt und ist vielleicht gerade darum sympathisch .
997,"Meine Münchener Freunde schwärmen alle von dieser Brauerei : eine der Kleinsten in der Bayernmetropole , nicht solche Fernsehbiere wie Paulaner und Löwenbräu ."
998,"Der erste Eindruck ist ein leichter , aber appetitlicher Duft , der sanft fruchtig und getreidig wirkt ."
999,Auch im Geschmack macht sich dieses Aroma bemerkbar und sorgt für ein sehr frisches und mildwürziges Bier .
1000,"Die andere Seite ist , dass dieses Aroma bei dem Bier schnell verflogen ist , getreidig wr es immer noch , aber eben nicht mehr fruchtig , und im Abgang hat mir dann eine leicht säuerliche Note nicht sehr gefallen ."
1001,"Ziemlich stark ist die Kohlensäure , vielleicht ein Grund , weshalb die Krone des ansonsten schön goldenen Biers nicht allzu beeindruckend war ."
1002,Licht und Schatten also bei diesem Münchener Kultbier - auch scheint die Brauerei nicht immer das gleiche Bier zu brauen ... es schwankt zu sehr .
1003,Leider für mich negative Überraschung ...
