Sat Jan 31 23:23:50 +0000 2015,Daniel wenn du ein Bier möchtest dann musst du bei mir vorbei kommen #ibes
Sat Jan 10 20:41:10 +0000 2015,@PeppersFan87 Ich bin sehr kuschelig und weich! :D
Sat Jan 10 20:33:39 +0000 2015,Gleich wieder. Dieser Moment. Das eigene Bier. Zum ersten Mal.
Sat Jan 10 19:21:57 +0000 2015,Ob ich als Sessel wohl auch überzeugend bin?
Sat Jan 10 19:18:53 +0000 2015,@richywilde2011 Sonst wäre ich auch zu tiefst beleidigt gewesen.
Sat Jan 10 19:17:22 +0000 2015,@richywilde2011 Aber ich bin keine Hure. :D
Sat Jan 10 16:26:28 +0000 2015,"PARTY, PALMEN, WEIBER UND NEN' BIER, JA DAS WOLLEN WIR"
Sat Jan 10 13:37:50 +0000 2015,#wintergame tausche Sitzplatz auf der Verliererseite gegen 2 Bier
Sat Jan 10 01:44:44 +0000 2015,"Ein Bier, zwei Pis = Zwölff Pis #HalloDE"
Sat Jan 10 01:17:12 +0000 2015,@denny711 Danke das Bier schmeckt hervorragend
Fri Jan 09 18:47:51 +0000 2015,Leckeres Bier ist lecker @DasBurger http://instagram.com/p/xpNAXimy1b/
Fri Jan 09 17:00:24 +0000 2015,@DerSkaii hi Skaii und Bier :3
Fri Jan 09 13:32:03 +0000 2015,Auf diesen Schock∗ erstmal ein Bier∗∗. ∗Mittagessen ∗∗Nickerchen
Fri Jan 09 12:50:26 +0000 2015,@SpringerHerten Bei dir war ich auch nicht so betrunken und musste meinen Perso zur Sicherheit abgeben. :D
Fri Jan 09 12:48:11 +0000 2015,@SpringerHerten Gute Frage. :D
Fri Jan 09 12:44:57 +0000 2015,"Mädchen wie mich glücklich zu machen ist das einfachste der Welt. Kinnas, lasst euch das gesagt sein!"
Fri Jan 09 12:42:24 +0000 2015,"Man schickte mir heute ein Paket mit jeder Menge Pyro und Bielefeld Sachen. Wer auch immer Sascha ist, ich heirate ihn."
Fri Jan 09 11:58:17 +0000 2015,"Deutschland ist eines der Länder, in denen du schon vor 12 Bier bekommst. #TGIF"
Fri Jan 09 06:39:46 +0000 2015,Löhne steht kurz vor dem Weltuntergang.
Fri Jan 09 06:36:43 +0000 2015,@Toxophuriose Ersetze das S durch ein H
Fri Jan 09 06:35:27 +0000 2015,@Toxophuriose Saftbefehl
Fri Jan 09 06:34:38 +0000 2015,Heute ist Freitag. <3
Fri Jan 09 06:32:26 +0000 2015,Erstmal nen' Apfelsaft.
Fri Jan 09 05:41:48 +0000 2015,Das 'B' in Freitag steht für Bier (!)
Fri Jan 09 01:23:46 +0000 2015,"Und das Bier hat auch nicht wirklich geholfen. Ich habe gerade nur beim skypen meine Emotionen geäußert, houh..."
Thu Jan 08 21:48:25 +0000 2015,@fkdnvs Du kannst nicht denken.
Thu Jan 08 21:30:29 +0000 2015,@phiI94 Haartönungen
Thu Jan 08 21:28:25 +0000 2015,Deutsche Panzer rollen wieder. #frauentausch
Thu Jan 08 21:23:55 +0000 2015,@EllaYalcin @kirmestechno @talk_to_Dave @ditwarjaklar Unsere Bier machen alles schön verschwommen.
Thu Jan 08 18:19:09 +0000 2015,Hole mir gleich ein Bier und einen Kuchen im Restaurant. &gt;_&lt;
Thu Jan 08 16:36:59 +0000 2015,"Erstmal Bier kaufen. :3 (@Marktkauf in Nürnberg, Bayern) https://www.swarmapp.com/c/gJMAMQN434i"
Thu Jan 08 15:24:34 +0000 2015,Rocken war mal den Geburtstag der Oma 
Thu Jan 08 12:06:01 +0000 2015,So Küche ist oben. Und Bier auch :) Auf geht's an's aufbauen.
Thu Jan 08 10:58:02 +0000 2015,"Was ein Vormittag. Der Tag ist auch schon wieder Chaos total, was freu ich mich heute Abend auf das Bier."
Thu Jan 08 06:50:45 +0000 2015,Maloche. Tschüss.
Thu Jan 08 06:25:32 +0000 2015,To-Do: Ein Käsebrot mit Helge Schneider essen!
Wed Jan 07 22:37:57 +0000 2015,"Aber das ist ok, vollkommen ok."
Wed Jan 07 22:37:24 +0000 2015,"Und schon wieder steht man da, kurz vor dem Ende. Und all die die es versprochen haben sind nicht mehr da."
Wed Jan 07 21:11:03 +0000 2015,@aledjonesworld Was machst du hier? :D
Wed Jan 07 20:47:40 +0000 2015,@elektro_bier @jmbverlag kann Photoshop nicht sowas wie schatten freistellen? hab sowas in erinnerung
Wed Jan 07 17:52:18 +0000 2015,Das beste Rote Bier der Welt (@Hausbrauerei Altstadthof in Nürnberg w/ @jasnica77) https://www.swarmapp.com/c/lPd0D04181c
Wed Jan 07 16:17:03 +0000 2015,Aileen setzt Trends.
Wed Jan 07 12:48:44 +0000 2015,"Ihr habt ja keine Ahnung wie unglaublich aggressiv es mich macht, wenn ich in meiner Pause nichts zu Essen bekomme."
Wed Jan 07 12:14:02 +0000 2015,MEIN HERZ BRENNT
Wed Jan 07 06:52:02 +0000 2015,Maloche. Tschüss.
Tue Jan 06 19:49:11 +0000 2015,"@Rosenmarmelade Aber Ostdeut... äh THÜRINGISCH ('tschuldige) soll besser sein, oder was?"
Tue Jan 06 19:24:30 +0000 2015,"Und Bier, vergiss nicht das Bier! @frischebriese: ""Enthält Produktplatzierung"" @ZDF! #JamesBond #productplacementbingo"
Tue Jan 06 15:59:06 +0000 2015,"Hallo Bielefeld, mein Herz. <3"
Tue Jan 06 15:57:26 +0000 2015,Was man nicht alles so in seinen Jackentaschen findet.
Tue Jan 06 15:50:19 +0000 2015,ICH.BRAUCHE.WOCHENENDE
Tue Jan 06 15:41:37 +0000 2015,@Revijal Aber selbst verranzte Scheisser schreiben. :D
Tue Jan 06 15:39:07 +0000 2015,"Toll, der Zug hat Verspätung. Orr!"
Tue Jan 06 14:29:13 +0000 2015,"Es geht Schlag auf Schlag. Ab 17 Uhr ""Bier &amp; Brezel"" - Politischer Dreikönig im Ahnenkeller der #Palmbräu Brauerei"
Tue Jan 06 12:35:17 +0000 2015,Nachher nach Bielefeld. <3
Tue Jan 06 12:30:47 +0000 2015,20 Kinder können jetzt die Hymne vom DSC Arminia Bielefeld. Ich war zu Tränen gerührt.
Tue Jan 06 06:51:51 +0000 2015,Maloche. Tschüss.
Tue Jan 06 06:39:39 +0000 2015,Immer dieser Gedanke im Hinterkopf einfach krank zu machen und auszuschlafen.
Tue Jan 06 06:30:23 +0000 2015,@nimmAbstand Tut mir leid. War neugierig. :(
Tue Jan 06 06:29:05 +0000 2015,@nimmAbstand Da höre ich ja lieber Schlager als sowas.
Tue Jan 06 06:26:00 +0000 2015,Wie können sich Menschen freiwillig Asking Alexandria geben? Das ist ja furchtbar.
Tue Jan 06 06:04:20 +0000 2015,Grundsätzlich ist jeder Tag der Woche scheiße an dem ich nicht ausschlafen kann.
Mon Jan 05 18:48:27 +0000 2015,@Stadtelfenkind Schenk es weiter. :(
Mon Jan 05 18:46:58 +0000 2015,.@Stadtelfenkind Gib mir das Shirt auf deinem Bild!
Mon Jan 05 18:44:09 +0000 2015,"Dr. Martens, Onkelz Pulli, nicht jeden antifaschistischen Unsinn gutheißen. Kenn wa' ja."
Mon Jan 05 18:43:02 +0000 2015,Momentan ist es wieder angesagt anti Deutschland unterwegs zu sein. Merkt man daran das ich wieder der Nazi im Dorf bin.
Mon Jan 05 16:58:00 +0000 2015,Träumt von nem OBI-Burger und ne Pulle Bier.
Mon Jan 05 16:36:08 +0000 2015,"@fwhamm @diemanuela dazu Glühwein, Bratwurst, Bier, da macht es auch nix wenn es wieder schneit. Viel Spass."
Mon Jan 05 16:36:04 +0000 2015,"@Mad_Mikey_78 Was ist mit Fußball, Bier und einem guten Konzert falsch zu machen? :D"
Mon Jan 05 16:32:18 +0000 2015,"@Mad_Mikey_78 Nur leider definiert jeder Mann in meiner Umgebung""Süß"" und ""Romantik"" ganz anders. :D"
Mon Jan 05 16:21:42 +0000 2015,Sowas selbstsüchtiges und egoistisch. Unfassbar!
Mon Jan 05 11:39:44 +0000 2015,"@Kuttenmonster in Baden auch, Prost! Da geht auch mal ein Bier zum Mittag! "
Mon Jan 05 06:48:27 +0000 2015,"Wieder ins Bett wollen, Decke über den Kopf ziehen und bis Freitag durchschlafen."
Mon Jan 05 06:27:27 +0000 2015,Montag du Arschloch!
Mon Jan 05 06:04:57 +0000 2015,Hallo Sehnsucht.
Sun Jan 04 22:04:40 +0000 2015,@JuRueBVB Ok.. ich trinke heute nix.. hätte eh nur ein Bier zu Hause
Sun Jan 04 21:11:23 +0000 2015,Es ist eine Freundschaft die bewegt.
Sun Jan 04 20:14:22 +0000 2015,"Der andere Tip ist besser, leicht modifiziert: Wo warmes Bier hilft, kann kaltes nicht schlecht sein. #hausapotheke"
Sun Jan 04 19:40:59 +0000 2015,"Chris ist weg. Jetzt bin ich alleine. Tief durchatmen, ich schaffe das!"
Sun Jan 04 19:38:28 +0000 2015,"Ich glaube, ich liebe meine Schwester."
Sun Jan 04 12:24:12 +0000 2015,"Und außerdem finde ich, dass Bier kein männer Getränk ist."
Sun Jan 04 11:37:43 +0000 2015,@tinten_killer es ist das einzige getränk das ich noch bei Meiko da hab. Ich hatte es zu Silvester gekauft anstelle von Bier etc. :'D
Sun Jan 04 11:28:03 +0000 2015,@eiszumt Muss Samstag zu Oma auf'm Geburtstag. Eventuell die Woche drauf. Ich frag nachher mal.
Sat Jan 03 21:33:20 +0000 2015,Der Chris freundet sich mit meiner Schwester an. Weiß ja nicht wie ich das finden soll.
Sat Jan 03 20:41:18 +0000 2015,"Damit das klar ist, wir sind sehr süß! #sisterpower"
Sat Jan 03 20:37:14 +0000 2015,@SpringerHerten *ändere. Scheisse!
Sat Jan 03 20:35:55 +0000 2015,@SpringerHerten Endere meinen Zustand in Betrunken.
Sat Jan 03 19:38:16 +0000 2015,Ein Bier wie sein Revier. - Drinking a Brinkhoff's No. 1 by Radeberger Gruppe @Burgerinitiative — http://untp.beer/s/c143842954 #photo
Sat Jan 03 18:48:02 +0000 2015,@___Dagger___ nur wenn Nutella drauf ist und man mit dem rechten Fuß ein Bier halten kann. 
Sat Jan 03 16:05:38 +0000 2015,"@mc_flausch Nö ! Gestatten :Horst ,das Bier ! "
Fri Jan 02 23:57:48 +0000 2015,Ja dann mal irgendwie Prost. Nöch.
Fri Jan 02 19:36:16 +0000 2015,Hungrige @Bier- und Wurstkontor http://instagram.com/p/xXQ-1gqTJj/
Fri Jan 02 18:06:06 +0000 2015,Politischer #Dreikönig bei #Bier &amp; #Brezel im Ahnenkeller der #Palmbräu #Brauerei @StadtEppingen
Fri Jan 02 16:49:44 +0000 2015,Ü-Eier | Gummis | Bier aka Neujahrs-Memoiren #büdchen #kölschkippelederjacke #kiosk #üei #öüäh #gummis… http://instagram.com/p/xW97KWjAmd/
Fri Jan 02 15:50:14 +0000 2015,Holzminden. Jetzt. Endlich.
Fri Jan 02 13:34:54 +0000 2015,Hallo Hameln. 
Fri Jan 02 13:05:02 +0000 2015,@kamerakata @macwillis laßt mir bloß Bier über. #1bbuk
Fri Jan 02 11:31:51 +0000 2015,heute nachmittag: der arbeiterklasse das bier wegsaufen. ich freue mich schon.
Fri Jan 02 09:40:21 +0000 2015,"Wohnungsinspektion! defekte Christbaumkugeln, das Bier ist alle, impressionistische Urintröpfchen vor dem Klo, glaub ich such mir n Hotel!"
Fri Jan 02 07:33:51 +0000 2015,Resultat der Busfahrt: Frankfurt ist und bleibt hässlich.!
Thu Jan 01 22:54:11 +0000 2015,@Rocken1992 Dir auch. :)
Thu Jan 01 20:56:35 +0000 2015,ASTRA Rotlicht Mit #Liebe gebraut im Herzen Hamburgs - Made with #love in the heart of #Hamburg #Bier… http://instagram.com/p/xU1YPjy0gS/
Thu Jan 01 20:46:39 +0000 2015,Betrunkene Sportfans am Bahnhof. Und das bin diesmal nicht ich!
Thu Jan 01 19:51:31 +0000 2015,"DartsWM, Michael van Gerwen: Da brauchts ein leckeres Bier au... (La Trappe Witte Trappist) http://untp.beer/s/c143209393 #photo"
Thu Jan 01 17:45:58 +0000 2015,"Die Bier statt Böller Tour geht weiter! (@Altes Rathaus in Bretten, Baden-Württemberg) https://www.swarmapp.com/c/aLcPXYP3YEV"
Thu Jan 01 16:18:38 +0000 2015,@eiszumt Ich hab nicht mal mehr Geld für die Rückfahrt. :D
Thu Jan 01 16:17:23 +0000 2015,Da wir jetzt hoffnungslos in Mannheim aufgeschmissen sind ist der nächste logische Schritt sich zu betrinken. Prost!
Thu Jan 01 16:14:08 +0000 2015,@Saarlandpower Vollkommen richtig!
Thu Jan 01 16:10:26 +0000 2015,Lost in Mannheim. 
Thu Jan 01 13:33:13 +0000 2015,Aufstehen lachen Bier aufreissen..:
Thu Jan 01 12:16:00 +0000 2015,"""Aileen?"" ""..."" ""AILEEN?"" ""..."" ""AILEEEEEEEN?"" ""..."" ""Gibt Bier und Pizza."" ""BIN WACH!"" Ich bin so einfach gestrickt."
Thu Jan 01 11:59:17 +0000 2015,UND DU HAST NICHTS GESAGT
Thu Jan 01 11:56:52 +0000 2015,@Son0fAWolf SO VIEL LIEBE D: <3
Thu Jan 01 11:52:49 +0000 2015,War ich sehr behindert heute Nacht?
Thu Jan 01 11:44:26 +0000 2015,Mein Internet ist jetzt gedrosselt. 2015 ist offiziell scheiße!
Thu Jan 01 11:37:34 +0000 2015,"""Ich bin voll verkatert aufgestanden. Mimimimimi."" Pussy."
Thu Jan 01 03:38:46 +0000 2015,"@_Wolfskind_ Genieße es, freu dich, sei glücklich. Du hast es verdient. Du bist ein toller Mensch!"
Thu Jan 01 03:37:07 +0000 2015,"Scheiße, was bin ich glücklich!"
Thu Jan 01 02:29:51 +0000 2015,Zuckerschock. Liebe. Mein Herz. Alles!
Thu Jan 01 01:05:51 +0000 2015,@xNebelkind ARSCHLOCH :D <3 @leastrickmann
Thu Jan 01 00:49:03 +0000 2015,@Hargitini_SVU trink auch noch ne runde Bier und Wodka Orange und höre dabei Musik
Thu Jan 01 00:49:02 +0000 2015,@xNebelkind DICH FICK ICH AUCH IN DER ÖFFENTLICHKEIT @leastrickmann
Thu Jan 01 00:13:11 +0000 2015,Erstmal Bier.
Thu Jan 01 00:12:15 +0000 2015,"So Kinnas, euch noch mal nen' gekonntes Frohes. Prost!"
Thu Jan 01 00:04:17 +0000 2015,Astra Rotlicht. Gutes Bier.
